Booking_ID,no_of_adults,no_of_children,total_guests,no_of_weekend_nights,no_of_week_nights,length_of_stay,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_formatted_date
INN24203,3,0,3,0,3,3,1,0,4,104,2018,10,25,1,0,0,0,123.3,2,0,25-10-18
INN24204,1,0,1,0,3,3,1,0,1,13,2018,4,19,4,0,0,0,95,0,0,19-04-18
INN24205,1,0,1,2,1,3,1,0,1,16,2018,11,6,1,0,0,0,163.17,2,0,06-11-18
INN24206,1,0,1,2,2,4,1,0,1,56,2017,9,25,2,0,0,0,185,0,0,25-09-17
INN24207,2,0,2,0,1,1,2,0,1,74,2017,9,18,2,0,0,0,109,0,0,18-09-17
INN24208,2,0,2,0,1,1,0,0,1,55,2018,4,12,1,0,0,0,94.5,0,0,12-04-18
INN24209,2,0,2,0,2,2,0,0,1,7,2018,4,22,1,0,0,0,119,1,1,22-04-18
INN24210,2,0,2,2,5,7,1,0,1,39,2018,11,13,1,0,0,0,64.67,3,0,13-11-18
INN24211,2,0,2,0,3,3,1,0,1,147,2018,6,1,1,0,0,0,106.2,0,1,01-06-18
INN24212,2,0,2,2,5,7,2,0,1,277,2018,9,5,2,0,0,0,89.14,1,0,05-09-18
INN24213,2,0,2,1,3,4,1,0,1,7,2017,11,2,1,0,0,0,95,1,0,02-11-17
INN24214,1,0,1,0,2,2,1,0,1,164,2017,10,2,2,0,0,0,100,0,1,02-10-17
INN24215,1,0,1,0,1,1,1,0,1,55,2018,7,7,3,0,0,0,79,0,0,07-07-18
INN24216,1,0,1,0,3,3,1,0,1,209,2018,12,8,1,0,0,0,81.9,1,0,08-12-18
INN24217,2,2,4,0,3,3,1,0,2,43,2018,1,14,1,0,0,0,86.75,0,1,14-01-18
INN24218,2,0,2,0,2,2,1,0,1,2,2018,6,2,1,0,0,0,120,0,0,02-06-18
INN24219,3,0,3,2,3,5,1,0,4,14,2018,5,8,1,0,0,0,159,0,1,08-05-18
INN24220,2,0,2,1,3,4,0,0,1,159,2018,9,29,1,0,0,0,113.4,2,1,29-09-18
INN24221,2,0,2,2,1,3,1,0,1,83,2018,3,12,1,0,0,0,78.3,0,0,12-03-18
INN24222,2,0,2,0,3,3,2,0,1,13,2018,4,26,2,0,0,0,96,0,0,26-04-18
INN24223,2,0,2,1,3,4,0,0,1,39,2018,5,12,1,0,0,0,116.1,0,1,12-05-18
INN24224,2,0,2,0,3,3,1,0,4,29,2017,10,27,2,0,0,0,75,0,0,27-10-17
INN24225,2,0,2,0,2,2,1,0,1,5,2018,5,24,3,0,0,0,110,1,0,24-05-18
INN24226,3,0,3,0,1,1,1,0,4,0,2018,6,21,1,0,0,0,177,1,0,21-06-18
INN24227,2,0,2,1,2,3,1,0,1,112,2018,7,18,1,0,0,0,105.3,2,0,18-07-18
INN24228,2,0,2,1,0,1,1,0,4,72,2018,10,9,1,0,0,0,132.3,3,0,09-10-18
INN24229,1,0,1,1,1,2,0,0,1,5,2018,12,19,1,0,0,0,68,0,0,19-12-18
INN24230,2,0,2,1,2,3,1,0,4,58,2018,6,3,1,0,0,0,137.4,0,1,03-06-18
INN24231,1,0,1,0,1,1,1,0,7,0,2018,4,21,5,1,0,1,0,0,0,21-04-18
INN24232,2,0,2,2,2,4,1,0,4,7,2018,3,25,1,0,0,0,161,0,1,25-03-18
INN24233,1,0,1,0,2,2,1,0,1,64,2018,5,17,3,0,0,0,130,0,0,17-05-18
INN24234,1,0,1,0,1,1,1,0,4,2,2018,4,13,1,0,0,0,116,0,0,13-04-18
INN24235,1,0,1,0,1,1,1,0,1,68,2017,12,2,3,0,0,0,65,1,0,02-12-17
INN24236,2,0,2,0,3,3,1,0,1,141,2018,8,25,2,0,0,0,72.25,0,0,25-08-18
INN24237,2,0,2,0,4,4,0,0,1,51,2017,10,28,1,0,0,0,62.21,0,0,28-10-17
INN24238,2,0,2,2,1,3,2,0,1,103,2017,7,18,2,0,0,0,94.5,0,1,18-07-17
INN24239,2,0,2,1,0,1,0,0,1,22,2018,9,11,1,0,0,0,89,1,0,11-09-18
INN24240,1,0,1,0,2,2,1,0,1,188,2018,6,15,2,0,0,0,130,0,1,15-06-18
INN24241,1,0,1,0,1,1,2,0,4,1,2018,4,6,2,0,0,0,92,0,0,06-04-18
INN24242,2,0,2,2,1,3,1,0,1,54,2018,10,29,2,0,0,0,95,1,0,29-10-18
INN24243,2,0,2,1,1,2,1,0,1,60,2017,9,21,2,0,0,0,48,0,1,21-09-17
INN24244,1,0,1,0,3,3,1,0,1,71,2018,5,10,2,0,0,0,80,0,0,10-05-18
INN24245,2,0,2,0,2,2,1,0,1,301,2018,11,18,2,0,0,0,52,0,1,18-11-18
INN24246,2,0,2,0,3,3,1,0,1,131,2018,10,4,1,0,0,0,144.67,1,0,04-10-18
INN24247,2,0,2,1,2,3,1,0,1,57,2018,6,10,2,0,0,0,90.67,1,0,10-06-18
INN24248,2,0,2,1,2,3,1,0,4,17,2018,5,30,1,0,0,0,102.15,0,1,30-05-18
INN24249,2,0,2,2,3,5,1,0,1,78,2018,9,3,1,0,0,0,135.9,0,1,03-09-18
INN24250,3,0,3,1,2,3,1,0,4,234,2018,9,23,1,0,0,0,159.3,2,1,23-09-18
INN24251,2,0,2,0,3,3,1,0,1,19,2017,10,6,2,1,1,0,90,0,0,06-10-17
INN24252,2,1,3,0,2,2,1,0,1,93,2018,7,12,1,0,0,0,121.5,2,0,12-07-18
INN24253,1,0,1,2,4,6,1,0,1,69,2018,6,12,2,0,0,0,120,0,1,12-06-18
INN24254,2,0,2,1,1,2,1,0,1,38,2018,11,28,5,0,0,0,0,1,0,28-11-18
INN24255,2,0,2,2,3,5,0,0,1,89,2018,12,22,1,0,0,0,74.8,1,0,22-12-18
INN24256,2,0,2,0,4,4,0,0,1,30,2018,11,29,1,0,0,0,74.8,1,0,29-11-18
INN24257,1,0,1,0,4,4,0,0,1,170,2018,7,19,1,0,0,0,85,1,0,19-07-18
INN24258,2,0,2,0,1,1,1,0,4,1,2018,5,21,1,0,0,0,176,1,1,21-05-18
INN24259,2,0,2,0,1,1,0,0,1,97,2018,5,19,1,0,0,0,116.1,1,0,19-05-18
INN24260,2,0,2,0,1,1,0,0,1,119,2018,11,10,1,0,0,0,161.1,1,0,10-11-18
INN24261,3,0,3,1,3,4,1,0,1,83,2018,8,1,1,0,0,0,154.7,1,0,01-08-18
INN24262,1,0,1,2,1,3,1,0,1,1,2018,2,28,2,0,0,0,60,0,1,28-02-18
INN24263,2,0,2,0,3,3,1,0,1,79,2017,7,2,1,0,0,0,76.5,1,1,02-07-17
INN24264,2,1,3,0,1,1,2,0,1,24,2018,12,20,2,0,0,0,132,0,0,20-12-18
INN24265,1,0,1,1,2,3,1,0,1,61,2018,12,5,1,1,0,1,67.91,2,0,05-12-18
INN24266,2,0,2,1,4,5,1,0,1,61,2017,12,30,1,1,1,0,111.6,1,0,30-12-17
INN24267,3,0,3,0,3,3,1,0,4,58,2018,3,31,1,0,0,0,123.3,2,0,31-03-18
INN24268,2,0,2,0,3,3,1,0,1,73,2018,12,1,2,0,0,0,75,0,0,01-12-18
INN24269,1,0,1,2,5,7,1,0,1,15,2018,12,20,1,0,0,0,88.4,0,0,20-12-18
INN24270,2,0,2,1,1,2,2,0,1,247,2018,6,6,2,0,0,0,115,1,1,06-06-18
INN24271,1,0,1,0,1,1,1,0,1,3,2017,10,1,1,0,0,0,120,1,0,01-10-17
INN24272,2,0,2,1,3,4,1,0,1,78,2018,5,19,2,0,0,0,100,0,0,19-05-18
INN24273,2,2,4,0,3,3,1,0,6,0,2017,10,7,1,0,0,0,196,2,0,07-10-17
INN24274,2,1,3,0,3,3,1,0,1,7,2018,3,24,1,0,0,0,174.67,2,0,24-03-18
INN24275,2,0,2,2,5,7,1,0,1,246,2018,12,27,1,0,0,0,58.36,1,1,27-12-18
INN24276,1,0,1,0,4,4,1,0,4,11,2018,11,8,1,0,0,0,163.63,1,0,08-11-18
INN24277,2,0,2,0,2,2,2,0,1,74,2017,9,18,2,0,0,0,109,0,0,18-09-17
INN24278,2,0,2,2,2,4,1,0,1,40,2017,9,19,1,0,0,0,94.5,2,0,19-09-17
INN24279,2,0,2,0,4,4,0,0,1,56,2018,3,15,1,0,0,0,68.64,0,1,15-03-18
INN24280,1,0,1,0,2,2,1,0,1,34,2017,10,16,1,0,0,0,99.45,0,0,16-10-17
INN24281,2,0,2,2,1,3,1,0,2,18,2017,10,31,1,0,0,0,78.54,1,0,31-10-17
INN24282,2,0,2,2,2,4,1,0,4,89,2018,4,8,1,0,0,0,71.67,1,0,08-04-18
INN24283,2,0,2,0,4,4,1,0,4,0,2017,12,29,2,0,0,0,60.25,0,0,29-12-17
INN24284,3,0,3,2,5,7,1,0,4,88,2018,8,23,1,0,0,0,152.87,0,0,23-08-18
INN24285,2,0,2,1,2,3,0,0,1,57,2018,11,11,1,0,0,0,64.37,1,0,11-11-18
INN24286,2,0,2,0,1,1,1,0,1,173,2018,8,4,1,0,0,0,105.3,0,1,04-08-18
INN24287,2,0,2,0,3,3,0,0,1,142,2018,6,9,1,0,0,0,109.2,1,0,09-06-18
INN24288,1,0,1,0,1,1,1,0,1,53,2018,10,14,2,0,0,0,120,0,0,14-10-18
INN24289,2,0,2,2,1,3,2,0,1,110,2017,7,25,2,0,0,0,94.5,0,1,25-07-17
INN24290,2,0,2,1,4,5,0,0,1,33,2018,4,18,1,0,0,0,90.54,0,1,18-04-18
INN24291,1,0,1,2,4,6,1,0,1,69,2018,6,12,2,0,0,0,120,0,1,12-06-18
INN24292,2,0,2,2,5,7,1,0,1,35,2018,3,8,1,0,0,0,81.9,1,1,08-03-18
INN24293,2,0,2,2,2,4,1,0,1,129,2018,5,13,2,0,0,0,80.75,0,0,13-05-18
INN24294,2,0,2,1,2,3,1,0,1,125,2018,6,17,1,0,0,0,97.71,2,0,17-06-18
INN24295,1,0,1,0,4,4,2,0,1,100,2018,9,28,1,0,0,0,0,0,0,28-09-18
INN24296,1,0,1,0,2,2,0,0,1,0,2017,10,9,1,0,0,0,117.04,1,0,09-10-17
INN24297,2,0,2,0,1,1,0,0,1,1,2018,8,20,1,0,0,0,139,0,0,20-08-18
INN24298,2,0,2,0,3,3,1,0,1,13,2018,4,28,1,0,0,0,137.67,1,1,28-04-18
INN24299,2,0,2,2,7,9,2,0,4,17,2018,12,9,2,0,0,0,108.2,0,0,09-12-18
INN24300,2,0,2,0,1,1,1,0,1,443,2018,4,29,2,0,0,0,65,0,1,29-04-18
INN24301,2,0,2,0,1,1,1,0,1,1,2017,11,12,5,1,1,6,0,1,0,12-11-17
INN24302,3,0,3,0,2,2,1,0,4,61,2018,8,17,1,0,0,0,168.3,0,1,17-08-18
INN24303,2,0,2,2,3,5,1,0,1,17,2018,11,12,1,0,0,0,75.4,1,0,12-11-18
INN24304,2,0,2,1,4,5,1,0,4,64,2018,10,19,2,0,0,0,96.3,0,0,19-10-18
INN24305,2,0,2,2,3,5,1,0,1,144,2018,9,23,1,0,0,0,129.6,2,0,23-09-18
INN24306,1,0,1,0,1,1,0,0,1,20,2018,6,8,1,0,0,0,109,1,0,08-06-18
INN24307,2,0,2,0,0,0,0,0,1,22,2018,7,27,1,0,0,0,0,1,0,27-07-18
INN24308,2,0,2,0,0,0,1,0,1,0,2017,11,14,1,0,0,0,0,2,0,14-11-17
INN24309,2,0,2,0,4,4,1,0,1,1,2017,11,10,1,0,0,0,83.2,0,0,10-11-17
INN24310,2,0,2,0,2,2,1,0,1,211,2018,5,20,2,0,0,0,100,0,1,20-05-18
INN24311,2,0,2,0,2,2,0,0,1,0,2018,10,12,1,0,0,0,130,1,0,12-10-18
INN24312,2,0,2,2,2,4,1,0,1,81,2018,3,25,2,0,0,0,65,0,1,25-03-18
INN24313,1,0,1,0,2,2,2,0,1,56,2017,9,17,2,0,0,0,58,0,0,17-09-17
INN24314,2,1,3,2,1,3,1,1,1,278,2018,7,23,1,0,0,0,139.9,2,1,23-07-18
INN24315,2,0,2,1,3,4,1,0,1,93,2017,12,3,1,0,0,0,72.25,2,0,03-12-17
INN24316,2,0,2,0,4,4,1,0,1,79,2018,11,30,1,0,0,0,88.4,2,1,30-11-18
INN24317,1,0,1,1,5,6,1,0,1,0,2018,10,18,3,0,0,0,120,0,0,18-10-18
INN24318,2,0,2,2,1,3,1,0,1,203,2018,10,8,2,0,0,0,87.12,0,0,08-10-18
INN24319,2,0,2,1,3,4,1,0,1,85,2018,10,6,2,0,0,0,85,1,0,06-10-18
INN24320,2,0,2,1,3,4,1,0,1,12,2017,10,12,3,0,0,0,100,0,0,12-10-17
INN24321,2,0,2,0,3,3,1,0,2,221,2018,8,10,1,0,0,0,86.75,0,1,10-08-18
INN24322,2,0,2,0,3,3,1,0,4,47,2018,9,1,1,0,0,0,123.3,2,0,01-09-18
INN24323,1,0,1,1,0,1,1,0,1,36,2018,10,16,1,0,0,0,107.1,1,1,16-10-18
INN24324,1,0,1,0,1,1,1,0,1,14,2018,10,26,2,0,0,0,95,0,0,26-10-18
INN24325,2,0,2,2,5,7,2,0,4,200,2018,12,24,1,0,0,0,130.05,0,0,24-12-18
INN24326,2,0,2,0,3,3,1,1,1,157,2018,8,10,1,0,0,0,123.3,2,1,10-08-18
INN24327,2,0,2,2,0,2,0,0,1,56,2018,4,17,1,0,0,0,90,0,1,17-04-18
INN24328,2,0,2,2,2,4,1,0,1,11,2017,10,23,2,0,0,0,88.5,0,0,23-10-17
INN24329,3,0,3,4,8,12,1,0,4,79,2018,7,3,1,0,0,0,138.56,1,1,03-07-18
INN24330,2,0,2,2,3,5,1,0,1,212,2018,5,20,2,0,0,0,78,0,1,20-05-18
INN24331,2,0,2,2,2,4,1,0,1,139,2018,8,13,1,0,0,0,114.3,0,1,13-08-18
INN24332,2,0,2,2,2,4,1,0,2,108,2018,4,16,1,0,0,0,75.76,0,0,16-04-18
INN24333,1,0,1,0,2,2,1,0,1,192,2018,6,24,2,0,0,0,95,0,0,24-06-18
INN24334,2,0,2,0,2,2,1,0,1,101,2018,3,18,1,0,0,0,78.3,0,0,18-03-18
INN24335,1,0,1,0,1,1,1,0,1,28,2017,10,29,2,0,0,0,130,0,0,29-10-17
INN24336,2,0,2,1,1,2,0,0,1,4,2018,1,16,1,0,0,0,59.75,1,0,16-01-18
INN24337,1,0,1,2,3,5,1,0,1,115,2018,2,27,2,0,0,0,76,0,0,27-02-18
INN24338,2,2,4,1,2,3,2,0,6,150,2018,8,19,1,0,0,0,231.6,0,1,19-08-18
INN24339,2,0,2,0,1,1,1,0,1,0,2018,3,24,1,0,0,0,141,0,0,24-03-18
INN24340,2,0,2,2,5,7,1,0,2,15,2017,8,27,1,0,0,0,85.29,1,1,27-08-17
INN24341,2,0,2,1,1,2,1,0,1,159,2018,4,9,2,0,0,0,70,1,0,09-04-18
INN24342,2,0,2,1,1,2,1,0,1,39,2018,2,13,1,0,0,0,78.3,1,0,13-02-18
INN24343,2,0,2,0,1,1,0,0,1,73,2018,3,17,1,0,0,0,67.5,1,0,17-03-18
INN24344,2,0,2,2,3,5,1,0,1,14,2018,2,19,2,0,0,0,87,0,0,19-02-18
INN24345,2,0,2,2,1,3,2,0,1,131,2017,8,15,2,0,0,0,94.5,0,0,15-08-17
INN24346,2,0,2,1,2,3,1,0,1,2,2018,10,7,1,0,0,0,133.47,1,0,07-10-18
INN24347,1,0,1,0,2,2,1,0,1,70,2018,6,3,2,0,0,0,90,0,0,03-06-18
INN24348,1,0,1,2,2,4,1,0,1,116,2018,2,28,1,0,0,0,0,0,0,28-02-18
INN24349,2,0,2,0,2,2,1,0,1,317,2018,9,15,2,0,0,0,120,0,1,15-09-18
INN24350,2,0,2,0,2,2,2,0,1,30,2018,9,1,1,0,0,0,153,2,0,01-09-18
INN24351,2,0,2,0,3,3,1,0,2,2,2018,1,7,1,0,0,0,77.25,0,0,07-01-18
INN24352,2,0,2,0,3,3,1,0,1,229,2018,10,27,1,0,0,0,70.44,2,1,27-10-18
INN24353,1,0,1,2,1,3,1,0,1,2,2017,11,22,3,0,0,0,65,0,0,22-11-17
INN24354,2,0,2,0,2,2,0,0,1,18,2018,3,25,2,0,0,0,79,0,0,25-03-18
INN24355,3,0,3,0,2,2,1,0,1,22,2018,10,5,2,0,0,0,115,0,0,05-10-18
INN24356,2,0,2,0,4,4,1,0,4,53,2018,3,29,1,0,0,0,98.6,1,0,29-03-18
INN24357,2,0,2,1,1,2,1,0,4,72,2018,5,2,1,0,0,0,149.4,2,0,02-05-18
INN24358,1,0,1,0,2,2,1,0,1,192,2018,6,24,2,0,0,0,95,0,0,24-06-18
INN24359,1,0,1,0,2,2,1,0,1,6,2018,11,23,2,0,0,0,75,0,0,23-11-18
INN24360,2,0,2,1,2,3,0,0,1,57,2018,4,1,1,0,0,0,81.9,0,1,01-04-18
INN24361,2,0,2,1,2,3,0,0,1,19,2018,9,23,1,0,0,0,139,1,0,23-09-18
INN24362,2,0,2,1,1,2,1,0,1,61,2017,10,26,2,0,0,0,72.24,1,0,26-10-17
INN24363,2,0,2,0,3,3,1,0,1,53,2018,10,4,1,0,0,0,118.8,2,0,04-10-18
INN24364,1,0,1,0,1,1,0,0,1,23,2018,9,16,1,0,0,0,139,1,0,16-09-18
INN24365,2,0,2,2,1,3,1,0,1,19,2018,2,21,2,0,0,0,66,0,0,21-02-18
INN24366,2,0,2,0,1,1,1,0,1,36,2018,3,10,1,0,0,0,81.9,0,1,10-03-18
INN24367,2,0,2,2,1,3,1,0,4,64,2018,8,27,1,0,0,0,143.4,1,1,27-08-18
INN24368,2,0,2,0,3,3,1,0,1,104,2017,12,3,2,0,0,0,75,0,0,03-12-17
INN24369,2,0,2,0,1,1,0,0,1,0,2018,9,2,1,0,0,0,94.1,0,0,02-09-18
INN24370,2,0,2,1,1,2,0,0,1,0,2018,3,26,1,0,0,0,134,0,0,26-03-18
INN24371,2,1,3,1,2,3,1,0,1,185,2018,11,4,1,0,0,0,107.1,0,1,04-11-18
INN24372,2,0,2,0,3,3,1,0,1,433,2018,9,8,2,0,0,0,70,0,1,08-09-18
INN24373,2,0,2,2,3,5,0,0,1,3,2018,5,12,2,0,0,0,96.8,1,0,12-05-18
INN24374,2,0,2,0,3,3,1,0,1,213,2018,6,7,2,0,0,0,130,0,1,07-06-18
INN24375,1,0,1,2,4,6,1,0,1,69,2018,6,12,2,0,0,0,120,0,1,12-06-18
INN24376,2,0,2,0,2,2,2,0,1,39,2017,8,14,2,0,0,0,109,0,0,14-08-17
INN24377,2,0,2,0,3,3,0,0,1,55,2018,3,2,1,0,0,0,69.5,0,1,02-03-18
INN24378,2,0,2,2,2,4,0,0,1,70,2018,12,3,1,0,0,0,74.8,1,0,03-12-18
INN24379,2,0,2,0,3,3,1,0,1,123,2017,12,29,1,0,0,0,72.25,2,1,29-12-17
INN24380,2,0,2,1,4,5,1,0,7,149,2018,12,28,1,0,0,0,178.67,1,1,28-12-18
INN24381,1,0,1,0,1,1,1,0,1,1,2018,1,7,1,0,0,0,82,0,0,07-01-18
INN24382,1,0,1,1,3,4,1,0,1,118,2018,6,6,2,0,0,0,110,0,0,06-06-18
INN24383,2,0,2,0,2,2,1,0,1,29,2018,12,2,3,0,0,0,85,0,0,02-12-18
INN24384,1,0,1,2,4,6,1,0,1,245,2018,7,6,2,0,0,0,110,0,1,06-07-18
INN24385,2,0,2,0,2,2,1,0,1,8,2017,10,20,1,0,0,0,126,1,0,20-10-17
INN24386,1,0,1,0,1,1,1,1,1,16,2018,10,19,3,1,0,8,98,2,0,19-10-18
INN24387,2,0,2,0,4,4,1,1,1,190,2018,8,9,1,0,0,0,108.45,1,1,09-08-18
INN24388,2,0,2,0,2,2,1,0,1,101,2018,5,6,1,0,0,0,126.9,0,1,06-05-18
INN24389,2,0,2,2,1,3,0,0,1,98,2018,10,9,1,0,0,0,108,3,0,09-10-18
INN24390,2,2,4,0,4,4,1,0,6,169,2018,7,5,1,0,0,0,167.45,2,1,05-07-18
INN24391,2,0,2,1,2,3,1,0,1,28,2018,12,30,2,0,0,0,141.67,0,0,30-12-18
INN24392,3,0,3,2,0,2,1,0,6,76,2018,9,4,1,0,0,0,207.9,1,1,04-09-18
INN24393,2,0,2,1,2,3,1,0,1,214,2018,9,23,2,0,0,0,80.75,1,0,23-09-18
INN24394,2,0,2,2,5,7,1,0,2,20,2017,9,1,2,0,0,0,86.4,1,0,01-09-17
INN24395,2,0,2,0,3,3,1,0,1,143,2018,8,25,2,0,0,0,100,0,0,25-08-18
INN24396,1,0,1,0,3,3,1,0,1,1,2018,2,10,1,0,0,0,86,0,0,10-02-18
INN24397,2,0,2,1,2,3,1,0,1,66,2018,4,1,1,0,0,0,92.7,1,0,01-04-18
INN24398,2,0,2,0,1,1,0,0,1,88,2018,12,6,1,0,0,0,88,0,1,06-12-18
INN24399,3,0,3,1,5,6,1,0,4,85,2018,8,22,1,0,0,0,165.3,0,0,22-08-18
INN24400,2,1,3,1,5,6,1,0,1,153,2018,8,9,1,0,0,0,123.25,1,1,09-08-18
INN24401,2,0,2,1,3,4,1,0,4,72,2018,9,19,1,0,0,0,53.95,1,0,19-09-18
INN24402,2,0,2,0,1,1,1,0,4,6,2018,11,16,1,0,0,0,121,1,0,16-11-18
INN24403,2,0,2,2,1,3,1,0,1,42,2018,1,16,1,0,0,0,78.3,1,0,16-01-18
INN24404,2,0,2,0,1,1,1,0,1,26,2018,6,8,2,0,0,0,120,0,0,08-06-18
INN24405,2,0,2,2,1,3,1,0,1,16,2017,9,13,1,0,0,0,105,2,0,13-09-17
INN24406,2,0,2,0,2,2,2,0,1,320,2018,8,18,2,0,0,0,115,1,1,18-08-18
INN24407,1,0,1,0,1,1,1,0,1,210,2018,8,18,1,0,0,0,90.9,1,1,18-08-18
INN24408,2,0,2,1,1,2,2,0,1,301,2018,7,30,2,0,0,0,115,1,1,30-07-18
INN24409,2,2,4,0,1,1,1,0,6,5,2017,10,31,1,0,0,0,177,0,0,31-10-17
INN24410,2,0,2,1,2,3,0,0,1,7,2018,2,5,1,0,0,0,79,0,1,05-02-18
INN24411,1,0,1,1,2,3,1,0,1,53,2018,11,11,1,0,0,0,69.76,1,1,11-11-18
INN24412,2,0,2,0,2,2,0,1,1,178,2018,5,27,1,0,0,0,114.3,1,1,27-05-18
INN24413,2,0,2,2,2,4,1,0,1,193,2018,7,31,2,0,0,0,72.25,1,0,31-07-18
INN24414,3,0,3,0,3,3,1,0,4,112,2018,12,27,1,0,0,0,131.13,0,1,27-12-18
INN24415,2,0,2,0,3,3,1,0,4,80,2018,12,27,1,0,0,0,114.9,1,0,27-12-18
INN24416,2,0,2,0,3,3,1,0,4,16,2018,3,3,1,0,0,0,109.33,0,1,03-03-18
INN24417,2,0,2,0,5,5,1,0,1,140,2017,12,29,2,0,0,0,70,0,0,29-12-17
INN24418,2,0,2,0,4,4,2,0,1,63,2018,11,23,2,0,0,0,105,0,0,23-11-18
INN24419,1,0,1,0,2,2,1,0,1,188,2018,6,15,2,0,0,0,130,0,1,15-06-18
INN24420,2,0,2,0,3,3,1,0,1,44,2018,2,17,2,0,0,0,75,0,0,17-02-18
INN24421,1,1,2,0,2,2,1,0,1,15,2018,10,4,1,0,0,0,116.31,1,0,04-10-18
INN24422,2,0,2,1,2,3,2,0,1,107,2018,11,4,1,0,0,0,124.2,1,1,04-11-18
INN24423,1,0,1,0,1,1,1,0,1,99,2018,2,19,3,0,0,0,80,0,1,19-02-18
INN24424,2,2,4,0,5,5,2,0,6,82,2018,4,26,1,0,0,0,218.96,0,1,26-04-18
INN24425,2,0,2,1,3,4,1,0,1,322,2018,5,19,2,0,0,0,80,0,1,19-05-18
INN24426,1,0,1,0,2,2,1,0,1,188,2018,6,15,2,0,0,0,130,0,1,15-06-18
INN24427,2,0,2,0,2,2,0,0,1,18,2018,4,12,1,0,0,0,119,1,0,12-04-18
INN24428,2,0,2,2,3,5,1,0,1,44,2018,3,10,1,0,0,0,80.26,1,0,10-03-18
INN24429,2,0,2,0,1,1,1,0,2,11,2018,8,19,1,0,0,0,127.6,1,0,19-08-18
INN24430,2,1,3,0,2,2,1,0,1,33,2018,7,19,1,0,0,0,134.1,0,1,19-07-18
INN24431,2,2,4,2,1,3,1,0,6,39,2018,2,21,1,0,0,0,150.3,0,1,21-02-18
INN24432,2,0,2,0,3,3,1,1,1,37,2018,8,18,1,0,0,0,144.9,2,0,18-08-18
INN24433,1,0,1,0,3,3,1,0,1,93,2018,10,6,1,0,0,0,113.4,3,0,06-10-18
INN24434,2,0,2,0,2,2,2,0,1,239,2018,6,15,2,0,0,0,112.2,0,1,15-06-18
INN24435,2,1,3,2,2,4,1,0,1,76,2018,6,17,1,0,0,0,126.9,2,0,17-06-18
INN24436,2,0,2,1,4,5,1,0,1,71,2018,3,14,1,0,0,0,58.25,1,0,14-03-18
INN24437,3,0,3,2,5,7,1,0,4,115,2018,8,14,1,0,0,0,144.13,3,0,14-08-18
INN24438,1,0,1,1,3,4,1,0,5,14,2018,2,4,3,0,0,0,86,0,0,04-02-18
INN24439,2,0,2,2,1,3,1,0,1,139,2018,10,8,1,0,0,0,118.8,0,1,08-10-18
INN24440,3,0,3,1,2,3,1,0,1,91,2018,9,30,2,0,0,0,110,0,0,30-09-18
INN24441,1,0,1,1,0,1,1,0,1,4,2018,9,12,1,0,0,0,110.11,1,0,12-09-18
INN24442,2,0,2,0,1,1,1,0,1,127,2018,10,8,1,0,0,0,91.48,1,0,08-10-18
INN24443,1,0,1,1,4,5,1,0,1,131,2018,7,11,1,0,0,0,101.15,1,0,11-07-18
INN24444,2,0,2,1,3,4,0,0,1,51,2018,3,10,1,0,0,0,63.75,1,0,10-03-18
INN24445,2,0,2,1,3,4,1,0,1,48,2017,10,19,1,0,0,0,94.5,1,0,19-10-17
INN24446,1,0,1,0,1,1,0,0,1,181,2018,10,11,1,0,0,0,98.1,1,1,11-10-18
INN24447,1,0,1,2,0,2,2,0,1,386,2018,10,23,2,0,0,0,90,0,0,23-10-18
INN24448,2,2,4,2,0,2,1,0,6,123,2018,9,25,1,0,0,0,201.6,0,1,25-09-18
INN24449,2,1,3,1,1,2,1,0,1,195,2018,8,13,1,0,0,0,130.5,1,1,13-08-18
INN24450,1,0,1,0,3,3,1,0,1,7,2017,12,29,2,0,0,0,65,0,0,29-12-17
INN24451,1,0,1,0,0,0,1,0,1,4,2018,2,27,5,0,0,0,0,1,0,27-02-18
INN24452,2,0,2,0,3,3,1,0,1,36,2018,8,18,1,0,0,0,135.9,0,1,18-08-18
INN24453,2,2,4,1,0,1,1,0,6,9,2018,8,1,1,0,0,0,201,3,0,01-08-18
INN24454,3,0,3,1,2,3,1,0,1,102,2018,5,13,2,0,0,0,105,1,0,13-05-18
INN24455,2,3,5,0,2,2,1,0,7,178,2018,7,20,1,0,0,0,221,2,1,20-07-18
INN24456,1,0,1,0,1,1,1,0,1,1,2018,4,15,1,0,0,0,73.92,1,0,15-04-18
INN24457,2,0,2,0,1,1,0,0,1,60,2018,6,1,1,0,0,0,116.1,1,0,01-06-18
INN24458,2,0,2,2,4,6,1,0,1,160,2018,4,27,2,0,0,0,90,0,1,27-04-18
INN24459,1,0,1,0,3,3,2,0,1,34,2017,9,23,2,0,0,0,177.33,0,0,23-09-17
INN24460,2,0,2,2,0,2,1,0,4,30,2018,1,31,1,0,0,0,79.6,1,0,31-01-18
INN24461,2,0,2,1,1,2,2,0,1,88,2017,10,5,2,0,0,0,112.2,0,0,05-10-17
INN24462,1,0,1,2,3,5,1,0,1,325,2018,11,6,1,0,0,0,189.55,1,1,06-11-18
